Unnamed: 0,#CASE,DOF_PITCH_BC_,DOF_BETA1_GEOM_,DOF_BETA2_GEOM_,DOF_W1_GEOM_,DOF_W2_GEOM_,DOF_TMOVXU_GEOM_,DOF_TMOVXL_GEOM_,OF_alfa_ex_OP_01,OF_Cpt_OP_01,OF_CSI_OP_01,OF_phi_OP_01,OF_psi_OP_01,OF_Zwi_OP_01,OF_Zwc_OP_01,OF_DFss_mis_OP_01,OF_DFss_cp_OP_01,OF_Mis_peak_OP_01,OF_s_peak_OP_01,OF_s_diff_dim_OP_01,OF_s_tot_SS_OP_01,OF_Tmax_OP_01,OF_X_Tmax_OP_01
331,7335,0.09893061444,10.12939,-62.48901,0.01962891,0.2716064,-0.008624268,0.0171814,-60.907,0.02514,0.02347,0.6169659198,1.217575476,0.926922568,0.8859049527,1.171,0.9618,0.4615,0.6033,0.0591,0.149,0.012315386,0.23014003
332,7341,0.09779750605,1.379395,-68.11401,0.2696289,0.2091064,0.1007507,0.0390564,-63.279,0.02559,0.02389,0.5524442003,1.194821636,0.8584928422,0.8207397634,1.2017,0.956,0.4655,0.6871,0.04663,0.149,0.0122945961,0.287535012
333,7366,0.1232019052,18.72314,-68.97339,0.01337891,0.7481689,0.09801636,-0.01836548,-66.591,0.02461,0.02297,0.4687043448,1.165290444,0.9692292718,0.9270346205,1.2559,0.9452,0.4774,0.4831,0.0869,0.1681,0.0122225564,0.273839951
334,7375,0.1067181171,4.973145,-68.34839,0.06337891,0.06066895,-0.09885864,-0.04024048,-64.428,0.02565,0.02395,0.5226150555,1.18430227,0.9043255292,0.8646881205,1.1961,0.9571,0.4645,0.6458,0.05587,0.1577,0.0122847278,0.17399995
335,7421,0.08492009688,14.66064,-64.12964,0.1258789,0.7012939,0.02692261,-0.04570923,-61.803,0.02781,0.02597,0.5921014945,1.208806938,0.7767096135,0.7424137347,1.1232,0.9723,0.4474,0.7034,0.04333,0.1461,0.0122769829,0.23437503
336,7425,0.09993711304,1.496582,-64.46167,0.1524414,0.8243408,0.1820984,-0.0600647,-62.135,0.02778,0.02594,0.5830436492,1.205612653,0.9067892586,0.8667853161,1.1843,0.9591,0.4641,0.5807,0.0628,0.1498,0.0119502898,0.306215048
337,7451,0.1295661082,7.121582,-69.14917,0.1274414,0.9805908,-0.04758911,0.1477478,-62.469,0.02373,0.02215,0.5740132207,1.202428036,1.163565411,1.112283962,1.2459,0.9474,0.4746,0.5482,0.07254,0.1606,0.0120720239,0.225934982
338,7457,0.08793863619,11.18408,-68.99292,0.4149414,0.4649658,0.1985046,0.01102905,-62.587,0.02567,0.02397,0.570842165,1.201309751,0.7870499129,0.7523718003,1.2537,0.9462,0.4746,0.6746,0.04618,0.1419,0.0121043315,0.32537511
339,7477,0.1033168151,19.30908,-66.80542,0.1399414,0.8087158,0.01256714,0.02196655,-61.231,0.02427,0.02265,0.6079028042,1.214379332,0.9581116241,0.9157488794,1.2171,0.9531,0.4678,0.6483,0.05225,0.1486,0.0123199532,0.23864007
340,7489,0.1160201943,7.590332,-67.35229,0.02119141,0.05090332,0.08639526,0.1778259,-63.705,0.02425,0.02263,0.5412825739,1.190885444,1.005494405,0.9613313015,1.277,0.9406,0.4846,0.5732,0.06676,0.1564,0.0122738425,0.306214899
341,7529,0.1029265841,13.52783,-65.94604,0.1086914,0.5977783,0.09186401,-0.002642822,-62.172,0.02435,0.02273,0.5820392538,1.205258449,0.9320563894,0.890945266,1.2139,0.9537,0.4674,0.622,0.05669,0.15,0.0122559844,0.273839921
342,7615,0.1036297266,13.60596,-66.84448,0.03681641,0.8282471,-0.07630005,-0.1106506,-65.412,0.02764,0.02581,0.4977423358,1.175530806,0.849781348,0.8126453132,1.1134,0.9745,0.4443,0.617,0.06248,0.1632,0.0123082576,0.170215011
343,7639,0.09284631308,1.262207,-62.70386,0.08056641,0.6173096,0.01393433,-0.07510376,-61.804,0.02762,0.02579,0.5920740881,1.208797273,0.850268358,0.8127253394,1.1021,0.9766,0.445,0.632,0.05546,0.1507,0.0122522684,0.22176002
344,7653,0.0984497768,11.57471,-69.73511,0.1180664,0.1329346,0.1397156,-0.09151001,-66.049,0.026,0.02427,0.4819534406,1.16996279,0.790086933,0.7556298699,1.2288,0.9513,0.4677,0.6295,0.05712,0.1542,0.0119612422,0.282939941
345,7667,0.112084624,3.449707,-69.42261,0.2430664,0.8516846,0.06315308,-0.01494751,-62.437,0.02458,0.02295,0.574874897,1.20273191,1.007677163,0.9632614494,1.2344,0.9495,0.4725,0.6458,0.05394,0.1523,0.012273808,0.260414958
346,7707,0.1118392348,12.53174,-65.17456,0.07509766,0.4483643,0.1263855,0.04349976,-61.268,0.02312,0.02158,0.6068730642,1.21401619,1.037770546,0.9918914086,1.2797,0.9396,0.4872,0.5544,0.06694,0.1502,0.0122750644,0.301500142
347,7719,0.08981346123,1.594238,-69.08081,0.4625977,0.3702393,-0.02127075,-0.1479065,-62.259,0.02696,0.02518,0.5796815299,1.204426988,0.8115299372,0.7757408411,1.1932,0.9574,0.4655,0.7497,0.03633,0.1451,0.0121722808,0.193374932
348,7731,0.1010427611,8.469238,-66.26831,0.1875977,0.9014893,0.1427917,-0.136969,-61.831,0.02458,0.02295,0.5913344004,1.208536419,0.9238914659,0.883104071,1.2032,0.9557,0.466,0.637,0.05375,0.1481,0.0118175382,0.28294003
349,7791,0.1019879167,4.250488,-65.87769,0.1563477,0.6905518,-0.1279114,-0.1068909,-61.282,0.02636,0.02462,0.6064837111,1.213878883,0.9463034723,0.9044658038,1.1598,0.9644,0.4571,0.6733,0.04953,0.1516,0.0123155015,0.144560009
350,7809,0.1032004274,2.609863,-69.27612,0.3719727,0.194458,0.1578308,0.03119507,-62.401,0.02444,0.02282,0.5758451682,1.20307408,0.9287954831,0.8878531323,1.2664,0.9429,0.481,0.6708,0.0484,0.147,0.0122172209,0.310960054
351,7815,0.08425381393,5.109863,-65.52612,0.2719727,0.569458,0.1140808,0.07494507,-62.065,0.02733,0.02552,0.5849466191,1.206283742,0.7657389647,0.7319515201,1.1531,0.9661,0.4537,0.7259,0.03936,0.1436,0.0123109603,0.301500022
352,7843,0.10974857,9.797363,-62.24487,0.009472656,0.835083,-0.08826294,0.1788513,-61.786,0.0259,0.02418,0.5925675181,1.208971283,1.004907051,0.9605358726,1.1401,0.9679,0.4577,0.4844,0.08191,0.1588,0.0118837804,0.20535998
353,7865,0.1046525105,4.172363,-66.30737,0.08447266,0.991333,0.05392456,-0.007086182,-64.769,0.02736,0.02555,0.5139273989,1.181238533,0.8776138647,0.8391855315,1.1101,0.9753,0.4432,0.597,0.06487,0.161,0.0122921085,0.256000012
354,7889,0.09666003302,10.89111,-62.948,0.02822266,0.7178955,0.1441589,-0.05903931,-63.381,0.02678,0.025,0.5497604863,1.193875213,0.8463248277,0.8091158709,1.1488,0.9662,0.4582,0.5081,0.07561,0.1537,0.0120420745,0.287535071
355,7935,0.1161111108,3.078613,-60.60425,0.04072266,0.5147705,0.1715027,0.1651794,-58.639,0.02514,0.02347,0.6828519122,1.240810432,1.148499985,1.097413175,1.3002,0.9331,0.502,0.4844,0.07621,0.1478,0.0123206414,0.350000024
356,8003,0.09217504225,19.83643,-68.55347,0.1110352,0.2393799,0.1216003,-0.05562134,-65.064,0.02691,0.02513,0.5064704123,1.178608797,0.7642280215,0.7307951568,1.209,0.9548,0.4656,0.6508,0.0525,0.1504,0.0121002216,0.27837497
357,8045,0.1097953441,6.398926,-66.20972,0.1235352,0.03625488,0.1926941,0.1576599,-61.928,0.02394,0.02235,0.5886815159,1.207600869,1.001447248,0.9572474677,1.3088,0.9337,0.4945,0.5782,0.06292,0.1492,0.0123140784,0.35501489
358,8092,0.1172080542,3.664551,-68.67065,0.08291016,0.7510986,0.1393738,-0.1472229,-65.534,0.02728,0.02547,0.4946998082,1.174457847,0.9580109052,0.9161608052,1.2221,0.9523,0.4682,0.5494,0.07333,0.1628,0.0117950933,0.27837503
359,8097,0.09944901683,2.102051,-61.9519,0.07041016,0.4229736,0.1229675,-0.1308167,-60.869,0.02515,0.02348,0.6180343261,1.217952253,0.9332801636,0.8919775305,1.1745,0.9607,0.4647,0.5632,0.06462,0.1479,0.0118861021,0.27383998
360,8107,0.09526596863,10.85205,-67.5769,0.2204102,0.1104736,-0.1176575,0.1973083,-61.418,0.02546,0.02377,0.602709339,1.212547836,0.879755686,0.8408745987,1.2109,0.9538,0.4693,0.6959,0.04463,0.1467,0.0117368214,0.189439952
361,8137,0.1040861128,12.8833,-68.59253,0.01416016,0.1495361,0.03273315,-0.1007385,-66.033,0.02587,0.02415,0.4823471112,1.17010162,0.8357051133,0.7992564877,1.2019,0.9564,0.4628,0.6358,0.05783,0.1588,0.0121726552,0.230139971
362,8143,0.1059201455,15.3833,-67.34253,0.1141602,0.5245361,0.07648315,-0.1444885,-62.568,0.02407,0.02247,0.571352083,1.201489575,0.9481975422,0.9064186504,1.2396,0.9487,0.4727,0.6245,0.05665,0.1509,0.0119614387,0.247259989
363,8167,0.1221550357,0.6958008,-66.24878,0.001660156,0.07141113,0.1038269,0.02504272,-63.275,0.02631,0.02457,0.5525495891,1.194858801,1.072768177,1.025590444,1.2797,0.9396,0.487,0.5156,0.07654,0.158,0.0122773955,0.287534922
364,8177,0.08881808251,13.8208,-65.93628,0.3266602,0.9151611,0.1803894,0.1234802,-59.988,0.02495,0.0233,0.643133812,1.226803687,0.850638471,0.812913991,1.2311,0.9502,0.4717,0.7071,0.04081,0.1393,0.0123022459,0.34501496
365,8183,0.1080178116,16.3208,-69.68628,0.2266602,0.2901611,0.1366394,0.1672302,-61.808,0.02372,0.02214,0.5919644702,1.208758615,0.9870124993,0.9434365024,1.3247,0.9323,0.4914,0.6408,0.05302,0.1476,0.0123157175,0.330239981
366,8187,0.08752774292,2.570801,-64.06128,0.1766602,0.6026611,-0.1039856,-0.07339478,-61.003,0.02836,0.02649,0.614271908,1.216625422,0.8183165951,0.7821097054,1.1137,0.9742,0.447,0.7209,0.04117,0.1475,0.0123103876,0.162734985
367,8211,0.08845088579,6.903076,-65.15564,0.1415527,0.3423462,-0.1318634,-0.002023315,-61.853,0.02801,0.02615,0.5907320969,1.208324014,0.8082645192,0.7725798651,1.1336,0.97,0.4509,0.7034,0.04404,0.1485,0.0121480152,0.166460007
368,8251,0.1256928967,11.59058,-66.56189,0.02905273,0.7642212,-0.1263947,0.1675079,-62.949,0.02421,0.0226,0.5611759366,1.197900917,1.113032107,1.064041417,1.2234,0.9511,0.4732,0.5131,0.07944,0.1632,0.0117658684,0.185534999
369,8289,0.1162066668,13.62183,-69.45251,0.1228027,0.2095337,0.1880585,0.1538361,-63.206,0.02336,0.02181,0.5543692768,1.195500522,1.021456587,0.9765295872,1.3678,0.9233,0.5045,0.5544,0.06816,0.153,0.0123145161,0.355015039
370,8295,0.1256777131,16.12183,-65.70251,0.02280273,0.5845337,0.1443085,0.1975861,-61.903,0.023,0.02147,0.5893645751,1.207841752,1.146324584,1.095728708,1.3567,0.9235,0.5088,0.4956,0.07884,0.1563,0.0123060606,0.340059966
371,8311,0.0917685958,1.746826,-69.76501,0.2478027,0.8032837,0.111496,0.05539856,-65.634,0.02812,0.02626,0.492212559,1.173580709,0.7474338857,0.714792752,1.156,0.9657,0.4527,0.7322,0.041,0.1531,0.0122998022,0.296815008
372,8325,0.1111389524,3.231201,-64.80408,0.1571777,0.7681274,0.1429413,0.09778137,-60.564,0.02414,0.02254,0.6266517201,1.220991212,1.050480993,1.003958449,1.245,0.9464,0.4797,0.5394,0.06874,0.1493,0.0123084076,0.3205401
373,8345,0.09949407917,0.1062012,-65.11658,0.03217773,0.2993774,-0.04299622,-0.1319061,-63.892,0.0274,0.02559,0.5364214668,1.189171155,0.8579080896,0.820245,1.1229,0.9722,0.4495,0.6295,0.05812,0.1569,0.0122427186,0.185535043
374,8351,0.1090937935,7.606201,-68.86658,0.1321777,0.9243774,0.0007537842,-0.08815613,-64.311,0.02558,0.02388,0.5256128993,1.185359471,0.9276996987,0.8870240063,1.1705,0.9627,0.4563,0.6471,0.05583,0.1582,0.0122504123,0.213500038
375,8353,0.09176049212,1.668701,-68.08533,0.3196777,0.5025024,-0.07033997,0.1579376,-62.312,0.02713,0.02533,0.5782479306,1.203921423,0.8280376046,0.7915257204,1.1714,0.9621,0.4594,0.7284,0.04012,0.1477,0.0119857974,0.217614949
376,8365,0.1037201736,17.9187,-63.71033,0.06967773,0.3150024,0.126535,-0.08268738,-60.274,0.02323,0.02168,0.6349155752,1.223905493,0.9863745974,0.9426624025,1.2696,0.942,0.4831,0.5745,0.06217,0.1461,0.0120178051,0.27837497
377,8371,0.08556584122,1.043701,-69.02283,0.7446777,0.5962524,0.04997253,0.1251251,-61.06,0.02692,0.02514,0.6126757952,1.216062546,0.798202102,0.7628919977,1.2165,0.9525,0.4714,0.7647,0.03293,0.14,0.0122847185,0.278375059
378,8387,0.1099479086,4.637451,-68.3197,0.1134277,0.7290649,0.08005066,-0.0690155,-64.657,0.02539,0.0237,0.5167727273,1.182241949,0.9250285095,0.88451174,1.1885,0.959,0.4608,0.6208,0.06004,0.1583,0.0121524716,0.256000161
379,8389,0.09654055217,7.137451,-67.0697,0.01342773,0.1040649,0.03630066,-0.1127655,-65.873,0.02753,0.0257,0.4862919887,1.171492796,0.7800377714,0.7459987906,1.146,0.9675,0.4525,0.6583,0.05374,0.1573,0.0121382186,0.230140045
380,8427,0.1204394141,19.32495,-69.41345,0.0009277344,0.1821899,0.09645691,0.1114532,-64.864,0.02361,0.02204,0.5115201024,1.18038959,1.005061134,0.9610681513,1.3431,0.9288,0.4957,0.5269,0.07566,0.1599,0.0123194735,0.301499844
381,8443,0.09832365717,3.699951,-65.97595,0.2259277,0.4634399,0.1511444,0.1442657,-61.778,0.02504,0.02338,0.5927868987,1.209048648,0.900543562,0.8607805924,1.2134,0.9534,0.4693,0.6458,0.05187,0.1464,0.012320661,0.335135043
382,8505,0.09740036411,19.05151,-66.85486,0.08999023,0.4771118,0.1942108,-0.1189178,-64.076,0.02499,0.02333,0.5316608846,1.187492317,0.8338940151,0.7973065124,1.2494,0.9467,0.475,0.6058,0.0593,0.1504,0.0117410664,0.310960025
383,8511,0.0996379822,11.55151,-68.10486,0.1899902,0.8521118,0.1504608,-0.07516785,-63.233,0.02494,0.02328,0.5536568351,1.195249276,0.8754251179,0.8369229498,1.2131,0.9542,0.4653,0.6633,0.05041,0.1497,0.0119823711,0.292159945
384,8523,0.1139163002,0.4577637,-68.65173,0.07124023,0.09429932,-0.1475861,0.07522278,-64.15,0.02665,0.02488,0.5297525486,1.186819335,0.9739081619,0.9311850394,1.2053,0.9553,0.4664,0.6308,0.05928,0.1606,0.0119002722,0.170215055
385,8547,0.1036599625,15.77026,-69.74548,0.1587402,0.5474243,-0.1093048,-0.105246,-63.066,0.02497,0.02331,0.5580714939,1.196806123,0.9135310605,0.873333797,1.2276,0.9511,0.4699,0.6758,0.04923,0.1519,0.0123207243,0.155375034
386,8559,0.08862075745,4.520264,-64.12048,0.2087402,0.3599243,0.1750702,0.179129,-61.645,0.02598,0.02426,0.5964411885,1.210337348,0.8147916918,0.7788020481,1.1778,0.9608,0.4606,0.6633,0.04841,0.1438,0.0123206889,0.355014861
387,8577,0.09201599659,3.660889,-60.72205,0.02436523,0.8638306,-0.110672,-0.002706909,-61.451,0.03015,0.02816,0.6017956545,1.212225622,0.8507439873,0.8131426781,1.0581,0.9863,0.4367,0.5507,0.07008,0.156,0.0122045958,0.17400001
388,8587,0.09324377327,14.91089,-68.84705,0.2743652,0.6763306,0.129953,0.06291809,-62.465,0.02527,0.02359,0.5741208898,1.202466006,0.8370472269,0.8001549782,1.2342,0.95,0.4701,0.7084,0.04225,0.1449,0.0122916857,0.306215078
389,8623,0.1190077625,10.22339,-63.3783,0.01186523,0.9107056,-0.1052032,0.1340118,-62.497,0.02556,0.02386,0.5732598602,1.202162361,1.06838024,1.021295394,1.1632,0.9628,0.464,0.4406,0.09149,0.1635,0.0119211869,0.193374947
390,8629,0.1114808939,15.84839,-68.0658,0.08686523,0.7544556,0.05885925,-0.03005066,-63.765,0.02431,0.02269,0.5397203282,1.190334512,0.9634860438,0.9211749501,1.2231,0.9521,0.4682,0.5995,0.06272,0.1566,0.012259081,0.251614988
391,8636,0.1075150265,2.098389,-69.9408,0.03686523,0.4419556,-0.1380157,-0.008175659,-67.421,0.02842,0.02654,0.4487317859,1.158247042,0.8210177735,0.7853718808,1.1387,0.9693,0.4494,0.6558,0.058,0.1685,0.0121439081,0.162735015
392,8669,0.09265214826,9.129639,-61.42517,0.03061523,0.5435181,0.1490936,0.02190247,-61.834,0.02643,0.02467,0.5912522467,1.208507447,0.8477183261,0.8102921645,1.1567,0.9645,0.4607,0.5119,0.07254,0.1486,0.0122145191,0.306215078
393,8681,0.1074549499,11.31714,-69.70642,0.06811523,0.5903931,-0.02043762,-0.06012878,-66.154,0.02618,0.02444,0.4793736435,1.169053014,0.8590060197,0.8215558255,1.1802,0.9609,0.4574,0.6521,0.0563,0.1618,0.0123062655,0.209415063
394,8691,0.1070407141,16.94214,-63.76892,0.04311523,0.7466431,0.1654999,0.1476837,-62.202,0.02401,0.02242,0.5812256184,1.204971517,0.968657124,0.9259357108,1.2438,0.9466,0.4796,0.4969,0.0767,0.1524,0.0123190181,0.340059996
395,8767,0.09751318687,8.172607,-66.29822,0.03764648,0.3276978,-0.02556458,-0.0146698,-64.498,0.02702,0.02523,0.5208256582,1.183671232,0.8246180298,0.7884813609,1.1434,0.968,0.4523,0.6533,0.05401,0.1558,0.0123198675,0.213499948
396,8781,0.1146502333,12.39136,-68.25134,0.01889648,0.1948853,0.07013855,0.1357208,-64.584,0.02406,0.02246,0.5186315206,1.18289746,0.9663300595,0.9239967762,1.2685,0.9429,0.4798,0.592,0.06451,0.1581,0.0122942589,0.292160004
397,8798,0.1002996559,0.5163574,-64.81384,0.04389648,0.6636353,0.03732605,0.01540833,-64.362,0.02798,0.02613,0.5243050678,1.184898259,0.8523760298,0.8150064225,1.1064,0.9758,0.4448,0.597,0.06399,0.1588,0.0123172589,0.251614898
398,8839,0.09036165349,14.18823,-61.10291,0.07202148,0.956604,0.1070526,-0.1062714,-60.927,0.02717,0.02537,0.6164040632,1.217377335,0.8462039823,0.8087579362,1.115,0.9738,0.4478,0.4718,0.07834,0.1483,0.0119974073,0.264860004
399,8845,0.09450250085,2.938232,-69.22791,0.2220215,0.519104,-0.002322388,0.1781036,-64.539,0.02729,0.02548,0.5197790307,1.183302134,0.7979960157,0.7630300697,1.1651,0.9637,0.4558,0.7222,0.04241,0.1526,0.0121287555,0.255999923
400,8890,0.1051963553,10.12573,-69.38416,0.08452148,0.347229,0.07970886,-0.1226776,-65.722,0.02551,0.02382,0.4900286863,1.172810557,0.8539399555,0.8166594909,1.211,0.9547,0.4644,0.6433,0.05608,0.1572,0.0120159434,0.251615047
401,8897,0.1274035854,13.09448,-66.96228,0.003271484,0.5425415,0.1152557,0.04958801,-63.74,0.02603,0.0243,0.5403709722,1.190563964,1.102635295,1.054208094,1.3217,0.931,0.4983,0.4881,0.08266,0.1615,0.0122919548,0.296815038
402,8913,0.08974112136,9.969482,-68.52478,0.2282715,0.8237915,0.08244324,0.1917755,-63.808,0.02708,0.02528,0.5386021931,1.189940197,0.7750260476,0.7409934933,1.1715,0.9628,0.4547,0.7322,0.03977,0.1485,0.0122553408,0.306215018
403,8919,0.1028527565,2.469482,-67.27478,0.3282715,0.4487915,0.03869324,0.1480255,-60.501,0.02453,0.0229,0.6284411016,1.221622244,0.9732818712,0.9301714251,1.2269,0.9504,0.4738,0.6783,0.04681,0.1455,0.0122468648,0.27383998
404,8949,0.1092709546,5.281982,-64.30603,0.09077148,0.5894165,-0.05427551,0.08786926,-60.632,0.02438,0.02276,0.6247239524,1.220311377,1.031014303,0.9853612157,1.1855,0.9587,0.4653,0.597,0.06109,0.1516,0.0121676214,0.217614949
405,8969,0.1248763249,18.36792,-64.599,0.01733398,0.9624634,-0.07683411,0.06941223,-62.916,0.02426,0.02265,0.562053279,1.198210315,1.106127342,1.057436047,1.2083,0.9533,0.4742,0.428,0.09406,0.1645,0.0121474722,0.20536004
406,8979,0.10903956,12.74292,-69.2865,0.09233398,0.8687134,0.04347839,-0.07277527,-65.614,0.02581,0.0241,0.4927095332,1.173755969,0.8881550012,0.8493674458,1.175,0.962,0.4558,0.6333,0.05909,0.1611,0.0122108869,0.23864004
407,8981,0.08929960724,15.24292,-65.5365,0.192334,0.4937134,0.08722839,-0.1165253,-61.342,0.02571,0.024,0.6048167802,1.213291033,0.8266490608,0.7901076802,1.1884,0.9588,0.4618,0.7034,0.04261,0.1436,0.0120154247,0.256000012
408,8991,0.08525555002,6.49292,-64.9115,0.342334,0.05621338,0.02160339,0.1678497,-60.025,0.02642,0.02467,0.6420667456,1.226427381,0.8163105726,0.7801099817,1.1792,0.9604,0.4614,0.7247,0.03865,0.1404,0.0121931937,0.269334912
409,8999,0.1012573062,5.55542,-61.94275,0.004833984,0.7593384,-0.1369904,-0.143869,-62.082,0.02824,0.02637,0.5844841363,1.206120646,0.9201682159,0.8795675302,1.093,0.9784,0.445,0.5444,0.07211,0.1583,0.012320268,0.134015024
410,9019,0.1101624912,8.68042,-67.88025,0.179834,0.2905884,0.04894714,0.1076935,-61.535,0.0237,0.02213,0.5994736905,1.211406772,1.014895711,0.9700575261,1.2653,0.9431,0.4811,0.627,0.05576,0.1495,0.0122979367,0.27384001
411,9030,0.11089718,3.21167,-69.20837,0.01108398,0.2202759,0.150119,-0.1083221,-67.599,0.0262,0.02446,0.4444968571,1.156753577,0.8412117578,0.8047124696,1.2163,0.9535,0.4667,0.5494,0.07408,0.1644,0.0118855722,0.287535071
412,9033,0.09513517854,11.96167,-67.33337,0.161084,0.1577759,-0.003005981,-0.1301971,-62.654,0.02552,0.02382,0.5690460951,1.20067636,0.8497657164,0.8123313424,1.2005,0.9565,0.464,0.6859,0.04641,0.1477,0.0121763386,0.205360025
413,9057,0.1245594632,6.64917,-66.23962,0.07358398,0.7359009,0.01340027,0.03933411,-61.815,0.02341,0.02185,0.5917726677,1.208690976,1.139470659,1.089165284,1.2495,0.9458,0.4795,0.5031,0.07824,0.1575,0.012315575,0.242935047
414,9063,0.1154123227,4.14917,-69.98962,0.173584,0.1109009,-0.03034973,0.08308411,-63.183,0.02455,0.02292,0.5549765678,1.195714685,1.015572501,0.970900516,1.262,0.9438,0.4798,0.6358,0.05647,0.1551,0.0122243483,0.230139911
415,9091,0.1101458432,13.91479,-64.55994,0.107959,0.9273071,0.01203308,0.1145294,-60.239,0.02364,0.02207,0.6359176322,1.224258872,1.04849058,1.00202131,1.2025,0.9556,0.4672,0.5557,0.0669,0.1506,0.0122499065,0.256000072
416,9110,0.1185856878,5.789795,-67.37244,0.03295898,0.8335571,0.02297058,-0.04953308,-65.798,0.026,0.02428,0.4881462911,1.172146723,0.9606923624,0.9187611499,1.1598,0.9647,0.4556,0.5332,0.07829,0.1677,0.0122764856,0.23014003
417,9119,0.1031249615,12.03979,-65.49744,0.08295898,0.3960571,0.1760956,0.01609192,-62.699,0.02403,0.02243,0.567841578,1.200251582,0.9205178182,0.8799732682,1.2556,0.9448,0.4799,0.5482,0.06774,0.1499,0.0121582355,0.315734982
418,9131,0.1003246599,9.852295,-63.15369,0.02045898,0.4741821,-0.004373169,-0.05500183,-61.963,0.02567,0.02396,0.5877260169,1.207263908,0.9142885907,0.8739373572,1.1528,0.9656,0.4573,0.597,0.06112,0.1517,0.0122981267,0.217614949
419,9133,0.08723032855,2.352295,-61.90369,0.120459,0.8491821,-0.04812317,-0.01125183,-60.509,0.02868,0.02678,0.6282136989,1.22154205,0.8259814031,0.7893909924,1.0809,0.9814,0.4396,0.6846,0.04676,0.1483,0.0123082716,0.20536001
420,9197,0.1156658348,8.446045,-69.95056,0.05170898,0.02886963,-0.1219513,0.1282013,-64.568,0.02464,0.023,0.5190393773,1.183041293,0.9751227707,0.9324012127,1.2557,0.9454,0.4768,0.6283,0.0595,0.1601,0.011872571,0.185535058
421,9207,0.1031558605,2.821045,-64.01306,0.02670898,0.1851196,0.08586121,-0.03586121,-62.709,0.02525,0.02357,0.5675741033,1.200157256,0.9211748533,0.8806009537,1.1804,0.9597,0.4646,0.5807,0.06395,0.1525,0.0122103486,0.264860034
422,9243,0.09917539425,17.10815,-65.79529,0.1060059,0.8721313,0.187204,-0.08866882,-63.2,0.02496,0.02331,0.5545276654,1.195556378,0.8721305724,0.8337697065,1.2109,0.9543,0.4667,0.5582,0.06668,0.1509,0.0118516935,0.306215107
423,9267,0.1217771605,1.795654,-66.88904,0.01850586,0.2940063,0.1707977,0.08086243,-64.234,0.02683,0.02505,0.5275906407,1.186056929,1.038690966,0.9931369069,1.2936,0.937,0.4897,0.5294,0.07542,0.1603,0.0122715794,0.330239981
424,9281,0.1068713792,17.5769,-67.59216,0.04975586,0.1611938,-0.1272491,-0.1132782,-62.687,0.02453,0.0229,0.5681626415,1.200364806,0.9517897433,0.9098663359,1.2379,0.9484,0.4754,0.6358,0.05566,0.1528,0.0123185497,0.14455995
425,9287,0.08716850761,10.0769,-66.34216,0.1497559,0.5361938,-0.08349915,-0.0695282,-62.894,0.02806,0.0262,0.5626385983,1.198416731,0.7734379683,0.7393863476,1.132,0.9705,0.4495,0.7209,0.04166,0.1493,0.0123188766,0.174000114
426,9321,0.1121322763,3.514404,-68.99841,0.1372559,0.7393188,-0.1327179,0.06719055,-63.668,0.02625,0.02451,0.5422471569,1.191225608,0.9727300048,0.9299996409,1.1824,0.9601,0.4603,0.6533,0.05524,0.1593,0.0119787036,0.17399995
427,9327,0.1244818555,6.014404,-65.24841,0.03725586,0.1143188,-0.0889679,0.1109406,-59.946,0.02329,0.02174,0.6443464794,1.227231338,1.194016407,1.14106138,1.2864,0.9374,0.4924,0.5457,0.06964,0.1533,0.0120268641,0.201334983
